text
"[club194944166|Трамп] распорядился Пентагону подготовиться к возможной военной операции в Нигерии  В своём посте на Truth Social президент США заявил, что если власти страны ""продолжат закрывать глаза на убийства христиан"", Вашингтон может прекратить финансовую помощь и ""войти с оружием наперевес"", чтобы ""уничтожить исламских террористов"".  Трамп подчеркнул, что поручил ""Департаменту войны"" быть готовым к ""молниеносному и решительному удару"" и призвал правительство Нигерии немедленно принять меры."
"[club194944166|Депутат из Свердловской области] Вячеслав Вегнер заявил, что женщин, забеременевших в результате насилия, следует убеждать не делать аборт, а рожать и отдавать ребёнка в приёмную семью  По его словам, психологи должны объяснять, что ""аборт недопустим, ведь это живая жизнь"", и напоминать, что ""если жизнь зародилась — значит, так было угодно Богу""."
"В российских школах в ноябре вместо традиционных звонков будут звучать [club194944166|патриотические песни], сообщили в Минпросвещения  В подборку вошли композиции ""Братья мои"", ""Матушка Россия"", ""Милая Россия"", ""Мы едины! Непобедимые!"" и ""Флаг моего государства""."
[club194944166|Российские школьники] завоевали золотые медали на международной олимпиаде по химии  Она прошла накануне в Казахстане. Все трое участников из России получили золото, а главный приз — Гран-при олимпиады — также достался одному из российских школьников.
"[club194944166|Индия] возобновила закупки российской нефти, обходя санкции США    Сделки проходят через посредников, не попадающих под санкционные списки, что позволяет компаниям формально не нарушать ограничения.    После ужесточения американских санкций против ""Лукойла"" и ""Роснефти"" многие индийские компании временно приостановили закупки, однако крупные НПЗ, включая IOC, нашли обходные пути. Российская нефть остается привлекательной благодаря ценам, близким к дубайским котировкам."
"[club194944166|Трамп поприветствовал ребенка] в костюме туалета на празднике в Белом доме    Президент США и его супруга традиционно раздавали детям сладости. Среди гостей были юные супергерои, принцессы, двойники первых лиц страны и даже ""сотрудники Секретной службы"". Однако именно мальчик в костюме унитаза стал главным героем вечера — фото и видео с ним быстро разошлись по соцсетям."
[club194944166|ChatGPT] больше не даёт медицинских и юридических советов своим пользователям   OpenAI убрала эти функции — теперь ИИ лишь делится общей информацией из сети и рекомендует идти к врачу или юристу.  Кроме этого, ChatGPT больше не разбирает медицинские анализы, рентгены, МРТ и фото кожи.
"[club194944166|Сергей Бурунов] и [club194944166|Гарик Харламов] пришли проститься с Романом Поповым  Бурунов рассказал, что за годы съёмок ""Полицейского с Рублёвки"" Попов стал для него как родной человек — они понимали друг друга без слов.  Харламов отметил, что Роман всегда оставался жизнерадостным и никогда не жаловался на самочувствие.  Оба артиста поддерживают связь с семьёй Попова и помогают его близким."
В Казахстане с декабря можно будет оплачивать покупки [club194944166|ладонью]  Местный банк Kaspi анонсировал технологию Kaspi Alaqan. Жители Казахстана смогут расплачиваться в магазинах без телефона, интернета и банковской карты — достаточно будет поднести руку к терминалу.  Сообщается, что технология оплаты ладонью стремительно набирает популярность в Китае, но казахстанская версия получила ряд собственных инноваций и улучшений.
В Москве проходит церемония прощания с [club194944166|Романом Поповым]  В своей последней просьбе актер попросил кремировать его, а прах развеять над Черным морем.
В Перми обнаружили бабушку, которая очень похожа на [club194944166|Трампа]  Агент Краснов под прикрытием, шутят пользователи.
Силовики провели крупный рейд в [club194944166|цыганском посёлке] под Тулой  В ходе операции 35 человек доставили в военкомат, пять автомобилей арестовали, а также изъяли около 1 миллиона рублей наличными.  Кроме того, 43 дома отключили от электроснабжения из-за долгов за электричество.
[club194944166|Уникальный снимок]: впервые запечатлена белая иберийская рысь    Фотограф-любитель Анхель Идальго из Андалусии совершил настоящую зоологическую сенсацию, впервые в истории засняв белую иберийскую рысь.    Животное является лейцистом, а не альбиносом. Лейцизм вызывает потерю пигментации шерсти, но, в отличие от альбинизма, не влияет на цвет глаз и зрение животного. Точное место съемки не разглашается в целях защиты уникального животного от потенциальных браконьеров.
[club194944166|Фанаты Валерия Меладзе] превратили Таймс-Сквер в стихийный караоке-клуб    После заключительного концерта американо-канадского тура Валерия Меладзе, состоявшегося 26 октября в Palladium Times Square в Нью-Йорке, поклонники артиста устроили флешмоб прямо в сердце Манхэттена.
"[club194944166|Лукашенко]: ""Мы сядем с Путиным, примем решение и бахнем"" по Европе ""Орешником""    ""«Орешник» — страшное оружие. В декабре станет на боевое дежурство. Для чего? Я хочу, чтобы они понимали, что мы можем бахнуть, если будет плохо. Вот мы сядем с Путиным, примем решение и бахнем. Поэтому не нарывайтесь"", — сказал президент Беларуси Александр Лукашенко.    Он напомнил, что в Минске были достигнуты мирные соглашения, однако оппоненты ""решили действовать путем обмана"", что привело к нынешней ситуации: ""Оказывается, не договорились. Оказывается, приехали в Минск, чтобы Россию и нас обмануть. Обманули. Ну, допрыгались. Уже 2 миллиона погибло человек и искалечено украинцев. Ну чего вы нарываетесь? Нормально же жили""."
[club194944166|Сноубордист] опубликовал завораживающее видео полета над побережьем    Камиль Арман опубликовал в социальных сетях видеоролик, снятый во время полета на параплане над побережьем. Кадры, снятые с высоты, демонстрируют живописные пляжи и дюны, создавая уникальную атмосферу, которую многие зрители сравнили с сюжетом сновидений или графикой, сгенерированной искусственным интеллектом.    Видео быстро привлекло внимание широкой аудитории, набрав 11 миллионов просмотров.
[club194944166|Павел Дуров] примерил костюм спартанца на Хэллоуин  Трезвая вечеринка в спортзале – единственный вид вечеринки, который я одобряю, отметил он.
[club194944166|Пентагон] одобрил поставку Украине крылатых ракет Tomahawk, сообщает CNN  По данным издания, поставку согласовали после оценки, показавшей, что она не повлияет на оборонные запасы США.  Теперь окончательное решение по передаче вооружений должен принять президент США Дональд Трамп.
[club194944166|Участникам СВО] дадут до 350 тысяч рублей на открытие бизнеса    Госдума одобрила соответствующие поправки Минтруда, которые позволяют безработным ветеранам и участникам СВО получать социальные контракты с единовременными выплатами на предпринимательство.    Участники, признанные безработными или ищущими работу, смогут получить до 350 тысяч рублей на создание своего дела. Ключевым упрощением является то, что помощь будет предоставляться без учета доходов их семей. Предпринимательскую деятельность участники СВО смогут вести в любом регионе России. Программа начнет действовать с 1 января 2026 года.
"[club194944166|Актер Джесси Айзенберг] пожертвует почку незнакомому человеку в декабре    Актер, известный по фильмам ""Социальная сеть"" и ""Добро пожаловать в Zомбилэнд"", объявил о своем намерении совершить альтруистическое донорство почки в середине декабря. Он пожертвует орган незнакомому человеку.    Актер подчеркнул, что процедура донорства одной почки является практически безрисковой для донора, но жизненно необходимой для пациентов с тяжелой почечной недостаточностью.    Он объяснил, что альтруистическое пожертвование может запустить ""цепочку донорств"", в которой одна почка помогает нуждающемуся, а это, в свою очередь, помогает другим пациентам через сложную систему обмена донорскими органами."
"[club194944166|Лукашенко] заявил, что бывший главред NEXTA Роман Протасевич является сотрудником белорусской разведки    ""Долго рассказывать не буду. Протасевич — это сотрудник нашей разведки, — заявил Лукашенко, рассказывая о деталях операции, которая привела к принудительной посадке самолета Ryanair в Минске. — Нам надо было его задерживать? А вот вопрос, почему они в Вильнюс летели, там не сели, а развернулись и в Минск прилетели, сели после звонка, что у них на борту там какая-то взрывчатка… Я говорю: ""Ну что, проводите операцию, он же под прикрытием работал этих беглых. Проводите операцию как следует"""".    По словам Лукашенко, задержание Протасевича не было необходимостью, но случилось из-за сложившейся ситуации:  ""Пришлось нам операцию проводить по его задержанию. Хотя нам не нужно было его задерживать. Он приехал в Грецию, его туда вызвали, он доложил разведчикам все, что нас интересовало, получил задание и летел обратно. Нас обвинили в том, что мы задержали оппозиционера. А он не наш оппозиционер""."
[club194944166|Wildberries] запустил в Петербурге тестовую доставку заказов с помощью беспилотников  Об этом сообщает ТАСС. Первый дрон успешно доставил посылку из логистического центра в Шушарах до пункта выдачи на Полевой улице.  В компании отмечают, что в будущем эта технология поможет ускорить логистику и сделать доставку более доступной для отдалённых регионов России.
"Певица [club194944166|Билли Айлиш] обратилась к миллиардерам с призывом делиться своими деньгами и помогать нуждающимся  Выступая на церемонии WSJ Magazine, где среди гостей был Марк Цукерберг, певица заявила, что богатство — это ответственность. Она подчеркнула, что не ограничится словами и уже пожертвовала 11,5 миллиона долларов на борьбу с голодом и изменением климата.  ""Мы живем в темное и страшное время. Людям как никогда нужна эмпатия и помощь, особенно, в нашей стране. Если у вас есть деньги, было бы здорово использовать их во благо и раздать нуждающимся. Здесь есть люди, у которых гораздо больше денег, чем у меня. Если вы миллиардер, то почему? — сказала Айлиш."
"[club194944166|Лукашенко] заявил, что ""вонючая Европа"" скоро будет платить Беларуси за чистый воздух  ""Это — будущее, мы это должны сберечь. И настанет то время, когда эта вонючая Европа будет нам платить за то, что мы бережём доставшееся нам от бога"" — заявил президент Беларуси."
"Бизнес-коуча [club194944166|Аяза Шабутдинова] приговорили к 7 годам колонии и штрафу в 5 млн. рублей   Суд признал его виновным по 113 эпизодам мошенничества в особо крупном размере, ущерб превысил 57 млн. рублей. По данным следствия, Шабутдинов продвигал в соцсетях ложные сведения об образовательных программах, которые не соответствовали заявленному уровню.  Используя агрессивный маркетинг и масштабную рекламу, он продавал курсы и тренинги, обещая участникам ""гарантированный успех"" и быстрые результаты."
"Губернатор Самарской области [club194944166|Вячеслав Федорищев] зачитал ""пацанский рэп"" о Самаре и разослал его коллегам   В новом треке глава региона читает о возрождении города и его истории — композиция выполнена в жанре ""пацанского рэпа"".  Федорищев уже не впервые оказывается в центре внимания: ранее он прославился резким увольнением главы района Юрия Жидкова и публичными конфликтами с Мизулиной и Егором Кридом."
[club194944166|Рабочему из Ханты-Мансийска] по ошибке перечислили новогоднюю премию в 7 миллионов рублей — он потратил всё и уехал  В одном из заводов Ханты-Мансийска произошёл сбой в бухгалтерии — сотруднику случайно перевели зарплату 34 работников другого филиала.  Когда ошибка вскрылась, мужчину попросили вернуть деньги и начали угрожать разбирательством. Однако он собрал семью, купил новую машину и переехал в другой город, сменив номер телефона.  Позже дело закрыли за отсутствием состава преступления, но предприятие теперь пытается вернуть деньги через суд.
"В России суд впервые вернул квартиру [club194944166|пенсионерке], несмотря на признание её вменяемой — покупатель осталась ни с чем  В Хабаровске суд постановил аннулировать сделку купли-продажи квартиры, которую пенсионерка оформила ""под влиянием мошенников"".  Покупательница Алёна заплатила 3 миллиона рублей и оформила сделку законным образом, но спустя время пожилая женщина заявила, что её вынудили продать жильё. Экспертиза подтвердила, что пенсионерка была вменяема и осознавала свои действия, однако суд всё равно решил вернуть квартиру ей.  Теперь по решению суда бабушка обязана вернуть деньги, но средств у неё нет. В итоге Алёна осталась без квартиры, без трёх миллионов и с тремя кредитами."
"[club194944166|Трамп] отменил встречу с Путиным после выставления жёстких требований Москвы к Украине и напряженного разговора Лаврова с Рубио  По данным Financial Times, США отказались от проведения саммита президентов после того, как Москва направила Вашингтону меморандум с условиями к Киеву.  В документе Россия потребовала от Украины территориальных уступок, гарантий невступления в НАТО и ""устранения первопричин конфликта"".  После этого, 20 октября, состоялся ""напряжённый разговор"" между Сергеем Лавровым и госсекретарём США Марко Рубио. По итогам беседы Вашингтон решил отменить встречу лидеров.  FT утверждает, что Рубио сообщил Трампу о ""жёсткой позиции Москвы"", и президент остался недоволен. При этом ранее Трамп якобы сам настаивал, чтобы Зеленский пошёл на уступки России.  Издание также отмечает, что Москва обвиняет Украину и ЕС в срыве переговоров, тогда как источники FT утверждают: предыдущие переговоры на Аляске были прерваны по инициативе США — в том числе из-за того, что Путин устроил Трампу ""историческую лекцию"" о Рюрике и Богдане Хмельницком."
"[club194944166|Сын Дмитрия Медведева] поддержал идею смертной казни для чиновников-коррупционеров ""в некоторых случаях""  ""В Китае за это вообще расстреливают. Мы так делать не будем. Хотя, в некоторых случаях это было бы полезно"", — заявил Илья Медведев.  Он отметил, что России не стоит ""бездумно копировать"" китайский опыт, поскольку у стран разные культурные и управленческие особенности, пишет ""Коммерсантъ""."
"В Общественной палате заявили о готовности России перейти на [club194944166|12-летнее школьное обучение]  По словам представителей палаты, подобная система действует во многих развитых странах, где дети начинают учиться с шести лет.  ""Наши школьники ничем не уступают японским, китайским или европейским — мы готовы к этому шагу"", — отметили в ОП."
В России запретили публикацию мемов, оскорбляющих [club194944166|Коран]  Преображенский районный суд Москвы постановил запретить распространение на территории России изображений, оскорбляющих священный текст мусульман.  Решение принято после проверки прокуратуры, в ходе которой были найдены мемы с Кораном, изображённым в непристойном виде и сопровождающимся унизительными подписями. Материалы признаны экстремистскими и подлежат блокировке.
"В России начали ограничивать регистрацию [club194944166|новых пользователей] в Telegram и WhatsApp*  Об этом пишет ""Код Дурова"". Российским операторам связи поступило требование прекратить передачу SMS и звонков, используемых для активации аккаунтов в этих мессенджерах, рассказал источник издания в телеком-отрасли.  * принадлежит Meta, запрещенной в РФ организации"
[club194944166|Уличные коты] помогли девушке из Таиланда вернуть пропавшего питомца  Потеряв кота, она начала показывать его фото дворовым кошкам в округе — словно просила их о помощи.  Через несколько дней пушистый беглец неожиданно сам вернулся домой.
[club194944166|79-летний британский мультимиллионер] объявил о поиске молодой девушки, которая родит ему сына-наследника   Сэр Бенджамин владеет роскошным поместьем в Сомерсете — 1300 акров земли, собственные конюшни и сельхозугодья.
"[club194944166|""Крик 7""] — трейлер новой части хоррор-франшизы, премьера — 27 февраля 2026-го    Фильм выйдет на экраны после трехлетнего перерыва в серии. Сюжет нового фильма сосредоточится на Сидни, которая вынуждена вернуться к борьбе с загадочным убийцей в маске Призрачного лица, когда под угрозой оказывается ее дочь.    Особое внимание привлекает то, что в режиссерское кресло впервые в рамках франшизы сел ее создатель и постоянный сценарист, Кевин Уильямсон. Он сменил Кристофера Лэндона, который покинул проект в декабре 2023 года."
[club194944166|В Забайкалье спасли рысенка], которого собаки загнали на опору ЛЭП    В поселке Могойтуй местные жители спасли рысенка, который целую ночь провел на столбе линии электропередачи, спасаясь от собак. По словам представителя администрации Читы Александра Раднаева, животное заметили утром и решили помочь.    К месту происшествия подогнали кран, чтобы вручную снять зверя, но рысь, почувствовав поддержку, попыталась спуститься самостоятельно. После этого спасатели аккуратно усыпили животное, поместили его в клетку и доставили в ветеринарную клинику.
"Netflix показал трейлер финала [club194944166|""Очень странных дел""], премьера — 26 ноября    В ролике герои готовятся к решающему противостоянию с Векной, который, по словам авторов, ""хочет уничтожить весь мир"". События нового сезона начинаются в мрачной атмосфере — герои находятся в карантинной зоне из-за внешней угрозы. Создатели обещают, что с первых минут темп будет высоким.    Премьера финальных серий пройдет в три этапа: первые эпизоды выйдут 26 ноября, затем 25 и 31 декабря."
[club194944166|Самые смешные фотографии года] по версии Comedy Wildlife Photography Awards    Фотоконкурс получил около 10 тысяч заявок из 108 стран. Жюри отобрало 40 финалистов среди фотографий, 3 портфолио и 10 видеороликов с самыми забавными и трогательными снимками дикой природы.   Конкурс существует уже 10 лет и направлен на сочетание юмора и восхищения природой, помогая привлекать внимание к сохранению дикой природы и угрозам, с которыми сталкиваются животные.
"[club194944166|Житель Омской области засудил дилера] на 2,3 млн за ""грохот в подвеске"" Lada Vesta    Россиянин приобрел Lada Vesta у официального дилера за 1,8 миллиона рублей. Вскоре после покупки (в течение 15 дней) в автомобиле обнаружились серьезные недостатки: посторонний шум, биение и грохот в области передних колес при движении на разных скоростях.    Клиент обратился к дилеру с требованием заменить автомобиль, но получил отказ, поскольку внутренняя проверка продавца не выявила проблем.    Дефектность автомобиля была подтверждена независимой судебной экспертизой, после чего закон встал на сторону омича:    — Суд обязал автодилера заменить некачественный автомобиль Lada Vesta на новый.  — Продавцу также придется выплатить клиенту компенсацию в размере, превышающем 2,3 миллиона рублей. Эта сумма включает стоимость автомобиля, неустойку, штраф за отказ добровольно удовлетворить требования потребителя и компенсацию морального вреда."
"[club194944166|Набиуллина]: ""ЦБ работает над тем, чтобы экономика России не вернулась в 90-е годы""    ""[В 90-е годы] мы хлебнули ее [гиперинфляцию] по полной программе. И вы прекрасно помните, что было с экономическим ростом, с инвестициями, и было ли тогда рублевое долгосрочное кредитование. То, что было, — это тотальная колонизация экономики, финансовой системы, вы помните условные единицы в магазинах и так далее. Денежно-кредитная политика, которую мы проводим, в период перегрева спроса... она как раз направлена на то, что снова там не оказаться"", — подчеркнула глава ЦБ.    Другие ключевые заявления Набиуллиной:    — Жесткая денежно-кредитная политика — временное явление. ЦБ видит пространство для снижения ставки в 2026 году.  — Россияне воспринимают высокую инфляцию как ""несправедливый налог"", и они правы. Низкая инфляция критически важна для людей с небольшим доходом.  — Ипотека станет доступной после устойчивого снижения инфляции. Набиуллина назвала путь к низкой инфляции ""долгим"".  — ЦБ видит первые признаки смягчения ситуации на рынке труда (снижение дефицита рабочей силы).  — Признаков рецессии в экономике России и близко нет.  — Правительство сможет удержать рост цен на бензин.  — В России уже могут выпускаться стейблкойны, но криптовалюта не может использоваться для расчетов внутри страны."
[club194944166|В Госдуму внесен законопроект] о возвращении 7 ноября статуса нерабочего праздничного дня    Группа депутатов от фракции КПРФ, возглавляемая Геннадием Зюгановым, внесла на рассмотрение Государственной Думы законопроект, который предлагает объявить 7 ноября — День Великой Октябрьской революции — нерабочим праздничным днем.    Авторы инициативы подчеркивают важность этой исторической даты для страны и считают, что выходной повысит осведомленность граждан о ключевых событиях XX века. Ранее такой же выходной уже действует в Беларуси.
"[club194944166|Российских студентов] начали обучать программированию на кириллице  В одном из вузов преподаватели адаптировали язык JavaScript, переведя синтаксис и условия задач полностью на русский язык. Инициатива направлена на ""повышение технологического суверенитета"" и уменьшение зависимости от англоязычных стандартов.  Однако представители ИТ-индустрии отмечают, что выпускникам с таким опытом придётся проходить дополнительную и дорогостоящую переподготовку перед трудоустройством в реальные компании."
[club194944166|Путин] приказал обеспечить свободный доступ иностранных журналистов в зоны боевых действий под контролем ВСУ — в Красноармейске, Димитрове и Купянске, сообщает Минобороны России  Ведомство уточнило, что по запросу украинских СМИ их представители смогут попасть в эти районы.  Российское командование выразило готовность приостановить боевые действия на 5–6 часов и организовать безопасные коридоры для въезда и выезда съёмочных групп, включая украинские, при условии гарантий безопасности как журналистам, так и российским военным.
"63 квартиры, изъятые у [club194944166|бывших владельцев ""Макфы""], передадут российским военнослужащим  Челябинский суд постановил национализировать недвижимость экс-владельцев компании Михаила Юревича и Вадима Белоуса — всего 63 квартиры в Москве, Санкт-Петербурге, Челябинске и других городах, сообщает ТАСС.  Минобороны обратилось с просьбой передать жильё для обеспечения военных.  Ранее суд взыскал бизнес ""Макфы"" в пользу государства, посчитав, что он был создан с нарушениями. После этого за владельцами остался долг почти в 19 млрд рублей, а их имущество — включая квартиры — было обращено в доход государства.  В мае 2024 года суд признал, что ""Макфа"", крупнейший производитель макарон в России, была создана с использованием коррупционных схем: её бенефициары вели бизнес, одновременно занимая должности в органах власти."
"В [club194944166|Крыму] частично ограничили работу мессенджеров Telegram и WhatsApp*  ""Меры по блокировке данных приложений предпринимает Роскомнадзор, это касается абонентов всех операторов и провайдеров России"" — сообщили в пресс-службе местного телеком-оператора ""Волна"".  * принадлежит Meta, запрещенной в РФ организации  Обновлено: Крымский телеком-оператор, ранее сообщивший о частичном ограничении Telegram и WhatsApp*, заявил, что мессенджеры не блокировались  В компании уточнили, что речь шла о ""временном техническом сбое"", из-за которого доступ к Telegram был ограничен на короткое время. Сейчас, по словам оператора, работа сервисов восстановлена."
"Рэп-исполнитель [club194944166|ICEGERGERT], известный своими треками на криминальную тематику, извинился за фразу ""Жизнь ворам""*, которую произнес на недавнем выступлении в Москве   ""Я выпивал и позволил себе лишнего. Я не поддерживаю никакие запрещенные организации на территории РФ. Я люблю свою страну и открыто заявляю об этом на своих концертах. Я ошибся, я виноват, и приношу свои извинения"" — заявил рэпер.  * АУЕ — запрещенная в РФ организация"
[club194944166|Беременная москвичка] почти год не могла въехать в купленную квартиру — в ней забаррикадировалась бывшая владелица, 70-летняя пенсионерка  История началась летом 2023 года, когда Юлия приобрела квартиру за 9 млн рублей. Перед сделкой женщина проверила продавщицу через психиатра и нарколога — всё оказалось в порядке, и сделку оформили у нотариуса.  Однако после получения денег пенсионерка отказалась съезжать и закрылась в квартире. Выселить её удалось только через полгода — с помощью судебных приставов.  Спустя ещё несколько месяцев Алла подала в суд, заявив, что продала жильё под давлением мошенников и не получила денег. Судебные разбирательства всё ещё продолжаются.
"[club194944166|Трамп] провёл переговоры с Си Цзиньпином в Южной Корее — это их первая встреча с 2019 года   По итогам встречи Трамп заявил о намерении снизить пошлины для Китая — средняя ставка уменьшится с 57% до 47%. В ответ Пекин согласился возобновить экспорт редкоземельных элементов и начать закупки американской сои.  ""По шкале от нуля до десяти я бы оценил встречу на 12 баллов"", — заявил Трамп, добавив, что стороны могут подписать торговое соглашение в ближайшее время.  Кроме того, по словам президента, США и Китай договорились сотрудничать в вопросе урегулирования конфликта между Россией и Украиной, чтобы ""остановить гибель людей""."
За празднование [club194944166|Хэллоуина] в России можно получить до 15 суток ареста или штраф до 2000 рублей, предупреждают юристы   Причина — запрет на использование символики, связанной с сатанизмом*. Под запрет подпадают, например, пентаграммы и оккультные изображения.  При этом тыквы, летучие мыши и прочие нейтральные атрибуты остаются допустимыми.  * запрещенное в РФ движение
"[club194944166|Трамп] поручил Пентагону немедленно возобновить испытания ядерного оружия  ""У Соединенных Штатов больше ядерного оружия, чем у любой другой страны. <...> Россия занимает второе место, а Китай — третье с большим отрывом, но сравняется в течение пяти лет. В связи с программами испытаний, проводимыми другими странами, я поручил Военному министерству начать испытания нашего ядерного оружия на паритетной основе. Этот процесс начнется немедленно"", — написал президент США в соцсети Truth Social.  В разговоре с журналистами Трамп отметил, что ""все проводят испытания, у нас больше ядерного оружия, чем у кого бы то ни было, но мы не проводим их. Я думаю, для нас уместно начать испытания, раз остальные их проводят""."
